E
-1.5021319224502695e+74
-1.3549711327277391e+74
-9.937329066676835e+73
-6.985546387530137e+73
-6.54834206263163e+73
-6.386347134039992e+73
-6.163971663130394e+73
-5.76058615874307e+73
-4.9522705715440046e+73
-4.667943147628952e+73
-4.0971056923686175e+73
-3.6420675317245145e+73
-2.2904542516134778e+73
-2.1201419915486322e+73
-1.9225800904353417e+73
-1.7505620166003398e+73
-1.5238181127661038e+73
-1.4621863126187508e+73
-1.4062237302885244e+73
-1.335107875043359e+73
-1.2738311961546489e+73
-1.0533209531581865e+73
-1.0257021765911364e+73
-9.136285246226936e+72
-8.651099405142024e+72
-7.97034259612823e+72
-7.3392778669638e+72
-7.125536549322873e+72
-6.347560981721396e+72
-5.702757169044584e+72
-5.482377692682505e+72
-5.256614684076833e+72
-5.174262108060977e+72
-5.064842895292916e+72
-4.906066413994976e+72
-4.847805781414483e+72
-4.799764556053122e+72
-4.740661133906349e+72
-4.688773379726769e+72
-4.595160738880711e+72
-4.552240282661896e+72
-4.469898769809289e+72
-4.324818577015455e+72
-4.2917564926007074e+72
-4.2301455458202696e+72
-4.193529088619768e+72
-4.127020190592263e+72
-4.07166344253742e+72
-4.0522467206817545e+72
-4.008994401222378e+72
-3.989911212412511e+72
-3.97937719046489e+72
-3.924086285621312e+72
-3.8786801704471416e+72
-3.845854885874868e+72
-3.81105660994827e+72
-3.78781335190397e+72
-3.738328529604239e+72
-3.708265517330553e+72
-3.695200445447993e+72
-3.648853653141182e+72
-3.632796706829545e+72
-3.5862263537830664e+72
-3.549256069932407e+72
-3.519722058579677e+72
-3.497094548831903e+72
-3.441881978904105e+72
-3.4399119635981283e+72
-3.3721734019137055e+72
-3.337164693127235e+72
-3.3099356688968432e+72
-3.286550149077495e+72
-3.264430934082275e+72
-3.237595423044819e+72
-3.2220092736490562e+72
-3.202012377534896e+72
-3.133518338605994e+72
-3.1053868212686306e+72
-3.096864262438876e+72
-3.080669103889104e+72
-3.0609495629735426e+72
-3.0333679583432053e+72
-2.99937371312236e+72
-2.9837309398899454e+72
-2.966537726091886e+72
-2.949243055510584e+72
-2.916189654697277e+72
-2.9129128658266597e+72
-2.8876994699080172e+72
-2.8608632652958855e+72
-2.8224857365698832e+72
-2.800166774480199e+72
-2.788307138313326e+72
-2.7704979784615825e+72
-2.730851648327305e+72
-2.701309566277561e+72
-2.682008306518655e+72
-2.671511418501465e+72
-2.6630781276931775e+72
-2.6381455383411156e+72
-2.6117452071613005e+72
-2.5929361393888762e+72
-2.5768654449885187e+72
-2.568135154707993e+72
-2.527945342982163e+72
-2.498314140752811e+72
-2.490708503424307e+72
-2.487542023209416e+72
-2.467747686810891e+72
-2.4449249341988026e+72
-2.42001210975176e+72
-2.414058950168237e+72
-2.4056777395044966e+72
-2.397061778481781e+72
-2.3747140454701082e+72
-2.3647885025617722e+72
-2.357515465441378e+72
-2.3235394131719608e+72
-2.303494188497295e+72
-2.28479552430972e+72
-2.2747084206683232e+72
-2.2622520704884374e+72
-2.255584248711693e+72
-2.2255257835166362e+72
-2.195467292989464e+72
-2.1807823151221333e+72
-2.175402455898877e+72
-2.1728443966529122e+72
-2.1408451160614935e+72
-2.1278923686183267e+72
-2.115203976035289e+72
-2.0940989260712764e+72
-2.0875265798055737e+72
-2.0771040989468684e+72
-2.054103667048007e+72
-2.047965481711367e+72
-2.0435357735061266e+72
-2.02789624089165e+72
-2.025815747952945e+72
-1.999709022594619e+72
-1.986451985045569e+72
-1.9651798125808386e+72
-1.9558926611261053e+72
-1.935919100032461e+72
-1.9305551664652855e+72
-1.907978228996244e+72
-1.896382242466297e+72
-1.892008046127922e+72
-1.877403393612322e+72
-1.8762626415643493e+72
-1.856263758512237e+72
-1.842214632698869e+72
-1.834205434877204e+72
-1.8119569876987525e+72
-1.8046768912502764e+72
-1.785886629707414e+72
-1.766856967270773e+72
-1.760813455822999e+72
-1.755455271488729e+72
-1.7496403612260233e+72
-1.730617363571629e+72
-1.7193798214019788e+72
-1.7043166629113358e+72
-1.6954534569336817e+72
-1.6894429277399485e+72
-1.6742123770589565e+72
-1.664559355702549e+72
-1.657050147456727e+72
-1.6275455426117533e+72
-1.6147126768763892e+72
-1.60941356901829e+72
-1.6041573925542066e+72
-1.5898658725873993e+72
-1.5843936576622448e+72
-1.5682887226698645e+72
-1.5508226548060833e+72
-1.5371308871402165e+72
-1.5258140768624729e+72
-1.504324436238585e+72
-1.497133807493068e+72
-1.4950058319729865e+72
-1.479095533942872e+72
-1.4719528226903193e+72
-1.4521729327563605e+72
-1.4425173258042246e+72
-1.4362118152263694e+72
-1.4306923404694624e+72
-1.4190034205412431e+72
-1.4071153377425617e+72
-1.4010058236712785e+72
-1.3948967569978056e+72
-1.3850733152154346e+72
-1.3749197294480254e+72
-1.367759369292924e+72
-1.352380840293256e+72
-1.3488813411776045e+72
-1.3378794935124716e+72
-1.323963033031049e+72
-1.3107325589743653e+72
-1.306296811308032e+72
-1.3004281714742293e+72
-1.28568015717856e+72
-1.2809783537505865e+72
-1.270101746674519e+72
-1.264539896818519e+72
-1.2530652050996068e+72
-1.2471768419437211e+72
-1.2334287486363105e+72
-1.2227021627535806e+72
-1.210524059994513e+72
-1.2069793346266165e+72
-1.1996681187420805e+72
-1.1919106004378378e+72
-1.1747882059917236e+72
-1.167075741957749e+72
-1.1606733130610813e+72
-1.1513436127922316e+72
-1.1447906351894858e+72
-1.1376031788968629e+72
-1.1338335169989212e+72
